0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1,1,1,1,0,1,0,1,0,1,0,0,1,4,0,0,0,0,1,1,0,1,0,0,0,0,0,7,2,84,85,65,96,77
1,1,1,0,0,0,0,0,1,0,1,0,0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,4,3,87,69,90,85,84
0,1,1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,1,1,0,0,0,0,1,0,0,0,4,1,80,74,86,99,73
1,1,1,1,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,88,75,93,81,87
1,1,1,0,1,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,1,0,0,0,1,1,0,5,1,85,91,95,95,92
1,1,1,1,1,1,0,0,0,0,0,1,0,4,0,1,1,0,0,0,1,0,1,1,0,0,0,6,2,77,70,72,87,70
1,1,1,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,7,0,94,70,91,94,71
0,0,1,1,0,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,1,0,0,1,0,1,1,6,1,97,79,62,92,76
1,1,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,5,0,91,72,90,90,82
1,1,1,1,1,0,0,1,0,0,0,0,1,4,0,1,1,1,0,1,0,1,0,1,0,0,0,6,1,79,66,91,82,71
1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,6,1,76,87,85,91,78
1,1,1,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,6,2,81,78,84,98,90
1,1,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,5,2,82,94,66,98,95
1,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,4,1,92,98,67,99,78
1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,1,0,1,1,4,3,91,74,78,98,85
1,1,1,0,1,0,0,0,1,1,0,0,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,5,1,93,87,88,92,90
1,1,1,1,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,1,0,1,0,1,1,4,1,93,63,86,91,81
1,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,4,1,84,84,65,90,97
1,0,1,1,0,0,0,1,0,1,0,0,0,4,0,1,0,0,1,1,0,0,1,0,0,0,1,4,0,79,88,96,94,73
1,1,1,1,0,0,0,0,1,0,1,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,7,2,76,74,62,94,83
1,1,1,1,1,0,0,1,0,0,1,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,6,1,87,69,65,86,79
1,0,1,1,0,0,1,1,0,0,0,1,1,4,0,0,1,0,1,0,1,1,0,0,0,0,0,6,1,83,65,91,96,78
1,1,1,1,1,0,0,0,0,0,1,0,1,4,1,0,1,0,0,0,0,1,1,0,0,0,0,4,1,84,98,89,99,88
1,1,1,0,1,0,0,0,1,0,0,1,0,4,0,0,1,0,0,0,1,1,1,0,0,0,0,4,0,82,91,96,86,73
1,1,1,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,98,96,93,93,76
0,0,1,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,1,0,0,1,0,5,2,84,74,90,95,72
1,1,1,1,1,0,0,0,0,0,0,1,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,7,2,84,88,75,82,75
0,1,1,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0,5,1,96,78,77,89,93
1,1,1,0,0,0,0,1,1,0,0,1,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,5,0,96,78,82,83,72
0,1,1,0,0,0,0,0,1,1,0,0,0,3,1,0,1,1,0,1,0,0,1,0,0,0,1,4,1,94,78,67,83,87
1,1,1,1,0,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,1,1,0,0,1,1,1,4,1,91,94,92,86,96
0,1,1,1,1,0,0,0,1,1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,7,1,87,81,98,97,82
1,1,1,1,1,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,1,1,4,1,92,77,87,98,92
1,1,1,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,0,1,0,7,0,86,63,89,90,79
1,1,1,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,1,0,0,1,0,1,0,0,7,2,99,79,76,85,97
0,1,1,1,1,0,0,1,0,1,1,0,0,4,0,1,0,0,1,1,0,1,0,0,0,0,0,4,2,99,87,74,90,79
1,1,1,1,1,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,4,1,84,77,83,93,84
1,1,1,1,1,1,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,76,72,69,97,80
1,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,1,7,0,88,99,60,89,86
1,1,1,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,6,3,95,65,91,81,70
1,1,1,1,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,1,1,0,0,0,0,7,0,91,98,77,88,87
1,1,1,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,0,1,4,3,76,73,74,96,99
1,1,1,0,0,0,1,1,0,1,0,0,0,4,0,0,1,0,0,1,1,1,1,1,0,0,0,5,0,94,99,75,97,71
0,1,1,0,1,1,0,0,1,0,1,1,0,4,0,1,0,0,0,0,1,0,1,1,0,0,1,7,0,80,83,88,85,99
1,1,1,0,1,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,1,0,0,0,1,1,4,3,79,79,60,96,71
1,1,1,1,1,1,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,1,0,1,0,1,7,1,83,84,67,94,77
1,1,1,1,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,4,1,95,69,79,86,89
0,1,1,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,1,1,0,1,0,1,0,6,3,90,77,71,99,80
1,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,1,1,0,5,3,94,61,81,95,90
0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,0,1,0,0,0,1,0,5,2,96,63,92,93,80
0,1,1,0,0,1,0,0,0,0,1,0,0,3,0,1,1,0,1,1,0,0,0,0,0,0,0,6,1,80,91,95,89,84
1,1,1,1,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,6,1,94,71,80,80,78
1,1,1,0,1,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,1,1,0,1,0,4,2,87,66,95,88,78
0,1,1,1,0,0,0,0,0,0,0,0,1,4,1,0,1,0,1,1,0,0,0,0,1,1,0,7,0,87,94,69,95,95
1,0,1,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,5,2,88,60,78,99,87
1,1,1,1,1,0,0,0,1,0,0,0,0,4,1,1,0,1,0,0,0,0,0,1,0,1,1,6,0,82,95,83,84,70
1,0,1,1,0,0,1,0,0,0,0,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2,93,61,62,92,72
0,1,1,0,1,0,0,0,0,1,1,0,1,4,0,0,0,1,1,0,0,1,1,1,0,1,0,6,1,75,77,84,88,72
0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,96,66,73,97,80
0,0,1,1,0,0,0,0,1,0,0,1,0,3,0,0,0,1,1,1,0,0,0,1,0,0,1,7,2,94,70,65,85,70
1,1,1,1,0,1,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,1,1,4,2,83,60,61,87,75
1,1,1,1,1,1,0,1,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,1,1,1,0,4,3,99,80,93,97,78
1,1,1,1,1,0,0,1,0,0,0,0,0,4,1,1,0,0,0,1,1,0,1,0,1,0,0,7,1,75,70,83,93,76
1,1,1,1,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,1,1,0,1,0,1,0,0,7,0,79,85,77,84,74
1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,4,3,87,73,64,97,84
0,1,1,1,0,0,0,0,1,1,1,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,6,0,96,96,95,93,97
1,1,1,1,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,1,1,1,0,1,7,1,81,99,93,99,86
1,1,1,0,1,0,0,1,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,5,3,78,87,85,84,73
1,1,1,0,0,0,1,0,0,0,1,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,4,3,76,86,72,89,73
1,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,5,3,89,88,73,88,98
1,1,1,1,0,0,0,0,1,0,0,0,1,3,1,1,0,1,0,0,0,0,0,1,0,1,1,5,3,98,92,67,87,87
1,1,1,1,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,1,0,0,1,0,1,0,1,7,1,79,74,86,99,96
1,1,1,1,0,0,1,1,0,1,0,0,1,4,0,0,0,0,1,1,1,0,1,1,1,0,1,5,2,86,62,71,96,90
1,1,0,0,0,0,1,0,1,0,0,1,0,4,0,0,0,0,1,0,1,0,1,0,0,1,0,7,1,81,76,95,97,74
0,0,1,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,1,0,0,1,0,0,0,0,5,2,79,79,67,84,91
1,1,1,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,0,0,0,7,1,94,91,82,96,72
1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,0,1,0,0,1,1,7,0,81,89,80,96,74
1,1,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,89,60,86,97,89
1,1,1,1,0,0,0,1,1,0,1,0,0,4,1,1,0,1,0,1,0,0,0,1,0,0,0,6,1,84,61,85,91,75
1,1,1,1,1,1,1,0,0,0,0,0,0,4,1,1,0,1,0,1,1,0,1,0,0,0,0,7,1,87,81,60,83,89
1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,0,0,1,0,0,1,7,0,92,75,87,81,96
1,1,1,1,0,0,0,0,0,1,0,0,0,3,1,1,0,1,1,0,0,1,1,1,1,0,1,5,1,77,84,75,96,85
1,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,1,1,0,1,0,6,0,76,93,80,86,96
1,1,1,1,0,0,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,79,98,69,91,93
1,1,1,1,0,0,0,1,1,0,1,0,0,3,0,1,0,0,0,0,0,1,1,1,1,0,0,5,0,83,63,70,92,71
1,1,0,0,0,0,0,1,1,1,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,4,1,86,64,99,88,90
1,1,1,1,0,1,0,1,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,1,1,1,0,5,2,83,90,98,85,93
1,1,1,1,0,0,0,0,0,0,0,1,0,4,0,1,1,0,1,0,0,0,1,0,0,1,0,7,3,93,84,92,98,87
1,1,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,76,89,80,82,81
0,1,1,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,82,75,79,86,81
1,0,1,1,1,0,0,1,1,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,1,1,4,3,78,73,73,97,91
1,1,1,1,1,0,0,0,1,0,0,0,1,3,0,0,0,0,1,1,1,1,1,0,1,1,0,4,0,81,99,76,93,97
1,0,1,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,1,0,0,0,1,1,0,7,3,95,72,79,98,87
1,1,1,1,1,0,0,0,0,1,1,0,0,4,1,0,1,0,0,0,0,1,0,1,1,0,0,4,3,79,83,65,83,97
1,1,1,1,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,7,1,89,74,69,95,73
1,1,1,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,1,1,0,1,0,0,7,1,95,74,85,86,83
1,1,1,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,83,99,91,81,99
1,1,1,1,0,1,0,0,0,0,0,0,0,3,1,1,0,0,1,1,1,0,0,1,0,0,1,5,3,94,61,78,95,84
0,1,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,4,2,96,75,70,88,90
1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,4,3,93,79,74,94,98
1,1,1,0,0,1,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,6,3,81,60,93,85,79
1,1,0,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,7,1,77,65,97,90,95
1,1,1,1,0,0,0,0,1,0,1,1,1,3,1,0,0,0,1,0,1,0,0,1,0,0,1,7,1,93,89,61,81,72
1,0,1,1,1,1,0,1,1,0,0,0,1,4,0,0,0,0,0,1,0,1,0,1,0,0,1,4,0,82,60,69,93,81
1,1,1,1,1,1,0,0,0,0,1,1,1,3,1,0,1,1,0,0,0,1,1,0,1,1,0,6,0,92,97,91,91,81
1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,86,64,93,83,98
1,1,1,1,1,0,0,1,0,1,1,0,0,4,1,0,0,0,1,1,0,0,1,0,1,1,0,5,0,89,75,68,94,73
