0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1,1,1,0,1,0,1,0,0,1,1,0,1,3,0,1,1,1,1,1,0,0,1,1,1,0,1,6,0,92,78,98,95,88,0
0,1,0,0,1,0,0,1,0,1,1,1,0,3,0,1,0,1,1,0,1,1,0,1,1,0,1,7,2,61,94,94,87,87,1
1,1,0,1,1,1,0,0,0,0,1,0,0,3,1,0,1,0,1,0,0,1,1,0,1,0,1,7,2,77,78,72,91,97,2
1,1,1,1,1,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,1,1,0,1,1,0,5,1,77,60,80,89,85,2
1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,1,1,1,0,7,0,95,72,72,91,94,2
0,1,0,0,0,0,0,1,0,0,1,1,0,3,1,1,0,1,0,0,1,1,1,0,1,1,1,5,1,78,90,75,84,98,1
1,1,0,1,0,0,1,1,1,0,0,1,1,3,1,0,1,0,1,0,0,1,1,0,0,0,1,4,3,93,92,86,73,83,1
0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,1,0,1,0,0,1,0,0,1,5,0,51,71,99,52,99,3
1,1,0,0,1,0,0,0,0,1,0,0,1,4,0,1,1,1,1,0,0,1,1,1,1,1,0,7,3,80,70,73,96,79,0
1,1,1,0,1,1,1,0,0,0,0,1,0,4,1,1,1,1,1,0,0,1,1,1,0,1,1,7,3,99,65,73,86,70,0
0,1,1,0,0,1,0,0,0,0,0,1,0,3,0,1,1,1,1,0,0,1,1,1,0,0,0,4,1,90,73,72,81,91,0
1,1,0,1,1,1,0,0,0,0,1,0,0,3,0,0,1,1,1,1,0,0,1,1,0,0,1,7,2,74,98,62,92,75,2
0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,1,0,5,3,57,76,60,65,77,3
1,1,1,0,1,0,0,0,1,0,0,0,0,4,0,1,0,1,1,1,0,0,1,0,1,0,1,5,3,95,88,66,92,84,0
0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,1,0,1,0,1,1,1,1,1,0,1,5,1,76,72,60,85,88,3
0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,1,1,1,0,0,1,1,1,1,1,5,2,77,75,73,95,81,2
1,1,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,1,1,1,1,1,7,3,97,90,99,97,93,2
0,0,1,0,0,0,0,0,0,1,1,1,1,3,1,0,0,0,1,0,0,1,0,0,1,1,0,6,0,81,83,82,70,92,1
0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,1,0,0,1,0,0,1,1,7,2,67,72,64,87,94,2
1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,1,1,0,1,1,0,0,1,1,0,0,1,4,2,98,75,68,86,98,0
0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,1,1,1,5,1,94,93,99,67,93,1
0,0,0,0,0,0,1,1,1,1,0,0,0,3,1,0,1,0,0,0,1,0,0,1,1,1,0,7,1,83,99,81,89,71,3
0,0,0,0,0,1,0,1,1,0,0,1,0,3,1,1,0,1,0,0,0,1,0,0,1,1,1,6,3,74,73,93,82,84,3
1,1,0,1,0,0,1,0,0,0,1,0,0,4,0,1,1,0,1,1,1,0,1,1,1,0,0,6,1,92,74,97,95,91,2
0,1,1,1,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,1,1,1,1,0,0,1,6,2,78,62,73,81,81,0
0,0,0,0,0,1,1,1,1,0,1,0,0,3,1,1,1,0,1,1,1,1,1,0,1,1,0,7,3,80,99,80,74,76,3
0,0,0,0,0,1,0,1,0,0,0,1,1,3,0,0,0,0,1,0,1,1,0,0,1,1,1,6,2,52,90,75,56,74,3
1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,1,1,0,0,1,6,0,84,98,60,83,79,0
0,1,0,1,1,1,0,1,0,0,1,0,0,3,0,0,1,1,1,1,1,0,1,0,0,0,0,6,0,88,88,85,88,89,2
0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,0,0,0,1,1,1,0,0,1,0,0,1,7,0,89,97,97,75,95,1
1,0,0,0,0,1,0,1,0,1,1,1,1,4,1,1,0,0,0,1,1,1,0,0,0,1,1,5,1,90,80,78,81,92,1
1,1,1,1,0,1,0,0,0,1,0,0,0,3,0,1,1,1,1,0,0,0,1,1,1,1,1,5,3,77,99,67,96,97,2
1,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0,1,1,0,0,0,1,0,1,1,1,0,7,1,72,88,91,88,80,3
0,1,0,0,0,0,0,1,0,0,1,1,1,4,0,1,0,0,0,0,0,1,0,0,1,1,1,5,2,77,88,96,84,99,1
0,0,0,0,0,0,1,1,1,0,0,0,1,4,1,0,0,1,0,0,1,0,0,0,1,0,1,7,0,61,86,72,89,79,3
1,1,1,0,1,0,0,0,0,0,1,0,0,4,0,1,1,1,1,1,0,1,1,0,0,0,0,4,2,77,61,60,82,76,0
0,0,1,0,0,0,1,1,1,1,0,1,0,3,0,1,0,0,1,1,1,0,0,0,0,0,1,4,0,60,81,84,79,81,1
0,0,0,0,0,0,1,1,0,0,0,0,1,4,1,1,0,1,0,0,1,1,0,1,0,0,1,7,0,54,70,78,58,81,3
0,0,0,0,0,0,1,0,1,0,1,0,1,4,1,0,0,0,0,0,1,1,0,1,1,1,0,6,3,61,73,96,71,85,3
1,1,0,1,1,0,0,1,0,0,1,0,0,4,0,1,1,0,1,1,1,0,1,1,0,0,0,4,0,83,87,86,88,94,2
0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,0,1,1,0,1,1,0,1,0,1,4,0,80,84,97,75,91,1
1,0,0,1,0,0,0,1,0,1,0,0,0,4,0,0,1,0,1,0,0,0,1,1,0,1,0,6,2,93,74,85,88,92,2
0,0,1,0,0,0,0,1,1,1,0,1,1,3,1,1,0,1,0,0,1,1,1,1,1,0,1,4,0,78,80,85,77,96,1
0,0,0,1,0,1,1,1,0,1,0,0,0,4,0,1,1,1,0,0,1,1,0,1,1,1,1,7,2,54,90,86,81,77,3
0,0,0,1,0,0,0,1,0,0,1,0,0,3,1,0,1,1,1,0,0,0,1,1,0,0,0,6,3,71,75,75,98,83,2
1,0,0,1,1,0,1,1,0,0,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,1,0,6,1,84,89,75,89,90,2
0,0,0,0,0,0,0,1,1,1,0,0,1,4,1,0,0,0,1,0,1,1,0,0,0,0,0,4,1,90,89,74,88,85,1
1,1,0,1,1,0,0,0,0,0,1,0,0,3,0,0,1,1,1,1,0,1,1,1,0,1,0,7,0,77,91,91,98,95,2
1,1,1,0,1,0,0,0,0,0,0,1,0,3,1,1,1,1,1,0,0,1,1,1,0,0,1,5,2,80,99,98,95,99,0
0,0,0,0,0,1,0,1,1,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,1,7,3,54,98,86,55,90,3
1,1,1,0,1,0,1,0,0,0,0,0,0,3,0,1,1,0,1,1,0,0,0,1,0,0,1,7,2,96,87,92,82,97,0
1,0,0,0,0,1,1,1,1,1,1,0,0,3,1,0,0,0,0,0,1,0,0,0,1,1,1,7,3,75,79,68,54,81,3
1,1,1,1,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,1,0,0,1,1,1,0,1,7,0,90,60,66,95,70,2
1,0,1,1,1,0,0,0,1,0,1,0,0,4,1,1,1,1,1,1,0,1,1,1,0,0,1,7,0,81,97,86,83,77,0
0,0,1,0,0,0,0,1,1,0,0,0,1,4,0,1,1,1,0,0,0,0,1,0,0,0,1,4,0,98,97,61,81,89,0
1,1,1,1,0,0,0,1,1,0,1,0,0,3,1,0,0,1,1,0,1,0,1,0,0,0,1,4,0,78,89,63,95,98,2
0,1,0,0,0,0,0,1,1,0,1,1,1,4,1,0,0,0,1,0,1,1,0,0,1,0,1,5,1,72,98,91,88,98,1
1,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,0,1,1,1,1,0,1,6,3,93,98,85,96,99,0
0,1,0,0,1,0,1,1,0,0,1,0,0,4,0,0,0,0,0,0,1,1,1,0,1,1,1,7,0,75,97,73,62,86,3
1,1,0,0,1,1,0,1,0,1,0,1,0,4,0,1,1,1,0,1,0,1,0,1,0,1,1,6,3,89,87,84,96,85,0
1,1,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,1,1,1,0,1,0,1,1,0,0,6,3,88,66,91,92,89,0
1,0,1,0,1,0,0,0,0,0,1,1,0,4,0,1,1,1,1,0,0,0,1,1,1,0,1,7,0,76,60,89,80,70,0
1,0,0,1,1,1,1,0,0,0,0,0,1,4,0,1,1,1,1,0,1,0,1,1,1,0,1,6,2,70,80,71,93,98,2
0,1,1,1,1,0,0,1,0,0,0,0,0,4,0,1,1,1,1,0,0,0,1,1,1,1,1,7,0,95,81,95,80,90,0
0,0,0,0,0,0,0,1,1,0,0,1,1,4,1,1,1,1,0,0,0,0,1,0,1,0,0,7,3,71,99,87,68,95,1
0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,0,1,0,0,0,0,1,0,5,3,53,97,83,75,92,3
1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,1,0,0,1,1,0,0,1,6,3,92,74,81,83,77,0
1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0,1,1,1,0,1,4,0,70,85,61,92,79,2
1,1,1,0,1,1,0,1,0,1,0,0,0,3,0,1,1,1,1,1,0,0,1,0,0,0,0,5,0,80,66,60,91,87,0
0,0,0,0,0,1,1,1,1,0,0,0,1,4,0,0,0,1,0,0,1,1,1,1,1,1,0,6,1,58,89,98,71,92,3
1,0,0,0,0,1,1,1,0,0,0,0,1,4,1,0,0,0,0,1,1,1,1,0,0,0,1,6,1,51,84,94,82,83,3
1,1,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,0,0,0,0,1,0,1,6,0,80,67,92,96,87,0
0,0,0,1,1,0,0,1,1,0,0,1,1,3,1,0,0,0,1,0,0,1,0,0,1,1,0,7,2,94,91,73,69,98,1
0,0,0,0,0,0,0,1,0,1,0,1,0,4,1,0,0,0,0,0,0,1,1,0,1,0,1,6,0,77,94,61,86,85,3
1,1,1,1,1,0,0,0,0,0,1,0,0,4,1,1,1,1,1,1,1,1,1,1,0,0,1,5,0,84,76,82,92,70,0
1,1,1,0,1,0,1,0,0,0,0,0,0,4,0,1,1,1,1,1,0,1,1,1,0,0,1,7,1,75,66,60,81,90,0
1,0,1,1,1,1,0,0,0,0,0,0,0,4,1,1,1,1,0,1,0,0,1,1,0,1,1,7,2,66,77,64,99,72,2
0,1,0,0,0,0,1,1,0,1,1,1,1,3,1,0,0,0,1,0,0,1,0,0,1,0,0,5,1,81,96,79,79,87,1
1,0,1,0,1,1,0,1,0,0,0,0,0,3,0,0,1,1,0,1,0,0,1,0,1,0,0,7,2,81,97,82,97,74,0
0,0,0,0,0,1,0,1,1,0,1,1,1,3,0,0,0,1,1,0,0,0,0,0,1,1,1,4,2,84,95,72,73,89,1
1,1,0,1,0,0,0,1,0,1,1,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,1,4,1,75,64,71,98,97,2
1,0,1,0,1,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,0,0,1,1,0,0,1,5,1,77,76,92,88,86,0
1,1,0,0,0,0,0,1,0,1,0,1,0,3,1,1,0,0,0,1,0,1,0,0,1,0,1,5,3,64,82,87,65,84,1
1,1,1,1,1,1,0,0,1,0,1,0,1,3,0,0,0,1,1,1,0,0,1,1,1,1,1,7,0,70,89,65,86,70,2
1,1,0,0,0,1,1,0,1,1,1,0,0,3,0,1,0,0,1,1,1,0,1,1,1,1,0,7,2,72,88,90,61,77,3
1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,1,1,1,1,1,5,3,99,94,85,90,71,2
1,1,0,0,0,1,1,1,1,1,0,0,0,4,1,1,0,0,1,0,1,0,0,1,1,0,1,6,1,76,99,76,85,77,3
0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,0,0,1,1,1,1,0,1,1,0,1,6,1,68,96,74,83,99,1
1,0,0,0,0,1,1,0,1,1,0,0,1,4,1,1,1,0,1,0,1,1,0,0,1,0,0,5,1,65,88,83,73,73,3
0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1,5,0,85,80,74,78,90,1
1,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,1,1,1,0,0,0,1,1,0,0,1,5,1,72,99,70,96,87,2
1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,1,1,0,0,0,0,4,3,94,73,91,94,88,2
0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,1,1,1,0,1,0,7,0,85,66,85,92,84,2
1,1,1,0,1,0,0,0,0,1,0,1,0,4,0,1,1,0,0,1,0,0,1,1,1,0,1,5,0,93,81,90,94,88,0
1,1,1,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,1,1,0,1,1,6,2,82,81,76,92,89,0
1,1,1,1,1,0,1,1,1,0,0,0,1,4,0,0,0,1,1,1,0,0,0,1,0,0,1,4,0,80,71,90,85,95,0
0,1,1,0,1,0,0,0,1,0,0,0,1,4,0,0,1,1,0,1,1,0,1,1,1,0,0,5,3,96,77,77,89,81,0
0,1,0,0,0,1,0,0,1,1,0,1,0,3,1,0,0,1,1,0,1,1,1,0,1,0,1,7,2,72,87,61,63,93,3
0,1,1,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,1,1,1,1,1,0,0,0,1,6,3,80,96,99,76,97,1
0,1,0,0,0,1,0,1,1,1,1,1,0,3,0,0,1,0,0,0,1,0,0,1,1,0,1,6,3,90,86,88,83,91,1
0,1,0,0,1,0,0,1,1,1,0,1,1,4,1,0,0,1,0,1,1,1,1,1,0,0,1,4,2,64,85,70,87,89,1
1,1,0,1,0,0,1,0,1,0,1,0,0,4,1,1,0,1,0,1,1,0,1,1,1,0,1,5,3,76,69,66,86,95,2
0,1,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,1,0,1,0,1,0,1,0,0,6,0,70,90,92,74,96,1
1,1,1,1,1,0,0,0,1,0,0,1,0,3,1,1,0,1,1,1,0,1,1,0,0,1,0,4,0,96,90,98,85,70,0
0,0,0,0,0,0,0,1,0,1,1,1,1,3,0,1,0,0,1,0,1,1,0,1,1,0,1,5,2,91,86,95,60,99,1
0,0,0,0,0,1,0,0,1,1,0,1,1,4,1,0,0,0,1,1,1,1,0,1,0,0,1,6,1,68,84,71,82,99,1
0,1,1,1,1,0,1,0,1,0,1,0,0,4,0,1,1,1,1,1,0,1,0,1,0,0,1,5,1,79,83,71,88,71,0
0,1,0,1,0,1,0,0,0,1,0,0,0,4,0,0,1,1,1,1,0,0,1,1,0,1,0,6,2,93,68,95,92,97,2
1,1,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,0,1,0,0,0,0,1,1,1,1,4,2,64,97,97,86,85,1
0,0,0,0,1,0,1,1,0,0,0,1,1,4,0,1,0,0,1,0,1,0,0,1,1,1,0,5,3,60,92,69,73,79,3
1,1,1,1,1,0,0,0,0,0,1,0,0,3,0,1,1,0,1,0,0,0,1,0,0,0,0,4,0,68,95,67,92,82,2
0,0,0,1,0,1,1,1,0,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,5,0,55,96,64,55,88,3
1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,0,0,0,0,0,0,1,7,0,99,75,70,97,71,0
1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,0,1,0,0,1,1,6,0,75,65,87,95,99,0
0,1,0,1,1,1,0,1,0,1,1,1,1,3,0,1,0,0,0,1,0,1,1,0,1,0,1,4,3,64,87,97,74,90,1
0,1,0,0,1,0,1,0,1,0,0,0,1,3,1,1,0,0,0,0,1,1,0,1,1,1,1,5,1,53,75,67,86,89,3
0,0,1,1,0,0,0,1,1,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,81,83,84,68,94,1
0,0,0,1,0,0,0,1,1,1,0,0,0,3,0,1,0,0,1,1,1,1,0,0,1,0,1,4,3,73,80,83,72,86,1
1,1,0,1,0,0,0,0,1,0,1,0,1,4,0,0,1,1,1,1,0,0,1,1,0,0,1,4,3,70,91,69,87,86,2
0,1,0,0,0,0,0,1,0,0,1,1,1,3,0,1,0,1,1,0,0,1,0,0,1,0,1,5,3,60,95,83,84,84,1
1,1,0,0,1,0,0,1,0,0,1,0,0,3,1,1,0,1,1,1,0,1,1,1,0,0,1,7,2,95,68,91,91,78,0
1,1,1,1,1,1,0,0,0,0,1,0,0,3,0,1,1,1,1,0,0,0,1,1,0,0,0,5,3,85,68,63,80,94,0
0,1,1,1,0,0,1,0,0,0,1,0,0,4,0,1,1,1,0,1,0,0,1,1,1,0,0,7,3,90,74,67,80,87,0
0,0,0,0,0,0,1,1,0,1,1,1,0,3,1,1,0,1,1,1,1,1,0,1,0,1,1,4,0,72,99,83,77,86,1
0,0,1,0,0,1,1,1,1,0,1,1,1,4,0,0,1,0,1,1,1,1,0,0,1,0,1,4,0,69,93,78,64,87,1
0,1,0,0,0,1,1,1,0,1,0,1,0,3,0,1,0,0,1,1,1,0,0,1,0,1,1,5,2,50,75,99,67,79,3
0,0,0,0,1,0,1,1,0,0,0,1,0,3,1,0,0,0,1,0,1,1,0,1,1,1,1,6,3,71,95,92,66,93,3
1,0,0,0,0,1,1,1,1,0,0,0,1,4,1,0,0,0,0,0,0,1,1,1,1,0,0,6,2,72,96,96,56,81,3
0,0,0,0,0,1,1,1,1,0,1,1,1,3,1,0,0,0,0,1,1,1,0,1,1,1,0,5,0,65,74,86,89,98,3
1,1,1,1,0,0,1,1,0,1,0,1,0,4,1,1,1,1,1,1,0,1,1,1,0,0,1,5,1,76,87,61,97,70,2
1,1,1,1,1,0,0,1,0,0,1,0,0,3,1,1,0,0,0,1,0,0,0,1,1,1,0,5,1,85,82,95,87,90,2
1,1,1,1,0,1,0,1,0,0,1,0,0,4,0,1,1,1,0,0,1,1,1,1,0,1,1,4,3,65,67,65,99,92,2
1,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,1,1,1,1,1,1,4,0,82,83,73,97,77,0
0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,1,0,1,1,1,1,1,1,1,7,2,64,93,66,53,91,3
0,1,0,0,0,1,0,1,0,0,0,1,1,4,1,0,1,0,0,0,1,0,0,0,1,0,1,4,0,60,84,84,73,99,1
1,1,1,1,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,1,1,0,0,1,4,2,88,68,81,99,81,2
1,1,1,1,1,1,0,0,0,1,0,0,0,4,1,0,1,1,0,1,0,0,1,1,1,0,1,6,1,91,76,80,92,90,2
0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,1,0,1,1,0,0,1,0,1,6,3,73,95,91,74,90,3
1,1,1,0,1,0,0,1,1,0,1,1,0,4,0,0,1,1,1,1,0,0,1,1,1,0,1,4,3,88,88,89,86,85,0
1,1,1,0,0,0,0,0,0,0,1,0,0,4,1,1,0,1,0,1,0,0,1,0,0,0,1,6,1,84,92,79,99,99,0
1,1,1,0,1,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,0,0,0,0,0,0,1,7,0,85,74,98,80,77,0
0,1,0,1,0,0,0,0,0,1,0,0,1,4,0,0,1,1,1,0,1,0,1,0,1,0,1,5,1,87,92,90,73,84,1
0,1,1,0,0,0,0,1,1,1,0,1,0,4,1,1,0,1,1,1,0,1,0,0,1,1,0,7,3,76,86,83,72,84,1
0,1,1,1,1,1,0,0,0,1,1,0,0,4,0,1,1,1,1,1,0,0,1,0,0,0,1,4,1,72,76,79,94,84,2
1,1,0,1,0,0,0,0,0,1,0,0,0,3,1,1,1,1,1,0,0,0,1,1,0,1,1,5,3,97,60,67,95,75,2
0,0,0,0,0,1,1,0,0,0,1,1,0,3,1,0,0,0,0,0,1,1,0,0,0,1,1,6,3,65,77,79,64,93,3
0,0,0,0,0,1,1,1,1,0,0,0,0,3,1,1,0,0,0,1,1,1,0,0,0,1,1,6,1,75,91,61,76,83,3
1,0,0,1,0,1,1,1,1,0,0,0,1,3,0,0,0,1,0,0,1,1,0,1,1,0,0,7,3,50,71,99,84,71,3
